BEGIN
 rd |      name       |   p   
  4 | UC Davis        | 0.000
  4 | C Michigan      | 0.000
  4 | Drexel          | 0.000
  4 | Idaho St        | 0.000
  4 | Jackson St      | 0.000
  4 | Lehigh          | 0.000
  4 | Marist          | 0.000
  4 | Mercer          | 0.000
  4 | MTSU            | 0.000
  4 | Mt St Mary's    | 0.000
  4 | NC A&T          | 0.000
  4 | Stony Brook     | 0.000
  4 | Troy            | 0.000
  4 | VCU             | 0.000
  4 | High Point      | 0.000
  4 | Utah Valley     | 0.000
  5 | Stanford        | 0.822
  5 | UConn           | 0.678
  5 | South Carolina  | 0.548
  5 | Baylor          | 0.295
  5 | NC State        | 0.262
  5 | Maryland        | 0.258
  5 | Indiana         | 0.252
  5 | Texas A&M       | 0.165
  5 | UCLA            | 0.141
  5 | Arizona         | 0.127
  5 | Rutgers         | 0.124
  5 | Louisville      | 0.069
  5 | Oregon          | 0.043
  5 | Gonzaga         | 0.036
  5 | Georgia         | 0.030
  5 | West Virginia   | 0.017
  5 | Iowa St         | 0.017
  5 | SF Austin       | 0.013
  5 | Arkansas        | 0.012
  5 | Tennessee       | 0.011
  5 | Missouri St     | 0.011
  5 | South Florida   | 0.009
  5 | Texas           | 0.007
  5 | Kentucky        | 0.006
  5 | Oklahoma St     | 0.006
  5 | Georgia Tech    | 0.006
  5 | Michigan        | 0.005
  5 | Northwestern    | 0.004
  5 | Oregon St       | 0.004
  5 | Michigan St     | 0.004
  5 | Iowa            | 0.003
  5 | North Carolina  | 0.003
  5 | Alabama         | 0.002
  5 | UCF             | 0.002
  5 | Washington St   | 0.002
  5 | Florida St      | 0.001
  5 | South Dakota    | 0.001
  5 | Marquette       | 0.001
  5 | Virginia Tech   | 0.001
  5 | Syracuse        | 0.001
  5 | BYU             | 0.001
  5 | C Michigan      | 0.000
  5 | Mt St Mary's    | 0.000
  5 | Troy            | 0.000
  5 | VCU             | 0.000
  5 | Wake Forest     | 0.000
  5 | NC A&T          | 0.000
  5 | Bradley         | 0.000
  5 | Wright St       | 0.000
  5 | Wyoming         | 0.000
  5 | Belmont         | 0.000
  5 | High Point      | 0.000
  5 | FGCU            | 0.000
  5 | Utah Valley     | 0.000
  5 | MTSU            | 0.000
  5 | Mercer          | 0.000
  5 | Marist          | 0.000
  5 | Lehigh          | 0.000
  5 | South Dakota St | 0.000
  5 | Jackson St      | 0.000
  5 | Idaho St        | 0.000
  5 | Drexel          | 0.000
  5 | Stony Brook     | 0.000
  5 | UC Davis        | 0.000
  6 | Stanford        | 0.644
  6 | UConn           | 0.613
  6 | Baylor          | 0.242
  6 | South Carolina  | 0.198
  6 | Maryland        | 0.070
  6 | Indiana         | 0.040
  6 | NC State        | 0.040
  6 | UCLA            | 0.031
  6 | Louisville      | 0.023
  6 | Texas A&M       | 0.020
  6 | Rutgers         | 0.016
  6 | Arizona         | 0.015
  6 | Oregon          | 0.014
  6 | Georgia         | 0.008
  6 | Tennessee       | 0.004
  6 | Gonzaga         | 0.003
  6 | Missouri St     | 0.002
  6 | West Virginia   | 0.002
  6 | Kentucky        | 0.002
  6 | Arkansas        | 0.002
  6 | Michigan        | 0.002
  6 | Iowa St         | 0.001
  6 | Iowa            | 0.001
  6 | Oklahoma St     | 0.001
  6 | Northwestern    | 0.001
  6 | SF Austin       | 0.001
  6 | Georgia Tech    | 0.001
  6 | Texas           | 0.001
  6 | MTSU            | 0.000
  6 | Alabama         | 0.000
  6 | Bradley         | 0.000
  6 | BYU             | 0.000
  6 | UC Davis        | 0.000
  6 | UCF             | 0.000
  6 | C Michigan      | 0.000
  6 | Drexel          | 0.000
  6 | Florida St      | 0.000
  6 | Idaho St        | 0.000
  6 | Jackson St      | 0.000
  6 | Lehigh          | 0.000
  6 | Marist          | 0.000
  6 | Marquette       | 0.000
  6 | Mercer          | 0.000
  6 | Michigan St     | 0.000
  6 | Mt St Mary's    | 0.000
  6 | North Carolina  | 0.000
  6 | NC A&T          | 0.000
  6 | Oregon St       | 0.000
  6 | South Dakota St | 0.000
  6 | South Dakota    | 0.000
  6 | South Florida   | 0.000
  6 | Stony Brook     | 0.000
  6 | Syracuse        | 0.000
  6 | Troy            | 0.000
  6 | VCU             | 0.000
  6 | Virginia Tech   | 0.000
  6 | Wake Forest     | 0.000
  6 | Washington St   | 0.000
  6 | Wright St       | 0.000
  6 | Wyoming         | 0.000
  6 | Belmont         | 0.000
  6 | High Point      | 0.000
  6 | FGCU            | 0.000
  6 | Utah Valley     | 0.000
  7 | UConn           | 0.387
  7 | Stanford        | 0.368
  7 | Baylor          | 0.112
  7 | South Carolina  | 0.071
  7 | Maryland        | 0.019
  7 | Indiana         | 0.009
  7 | NC State        | 0.008
  7 | UCLA            | 0.006
  7 | Louisville      | 0.004
  7 | Rutgers         | 0.003
  7 | Oregon          | 0.003
  7 | Texas A&M       | 0.003
  7 | Arizona         | 0.002
  7 | Tennessee       | 0.001
  7 | Georgia         | 0.001
  7 | Kentucky        | 0.000
  7 | Lehigh          | 0.000
  7 | Marist          | 0.000
  7 | Marquette       | 0.000
  7 | Mercer          | 0.000
  7 | Michigan St     | 0.000
  7 | Michigan        | 0.000
  7 | MTSU            | 0.000
  7 | Mt St Mary's    | 0.000
  7 | North Carolina  | 0.000
  7 | NC A&T          | 0.000
  7 | Northwestern    | 0.000
  7 | Oklahoma St     | 0.000
  7 | Oregon St       | 0.000
  7 | South Dakota St | 0.000
  7 | South Dakota    | 0.000
  7 | South Florida   | 0.000
  7 | Missouri St     | 0.000
  7 | SF Austin       | 0.000
  7 | Stony Brook     | 0.000
  7 | Syracuse        | 0.000
  7 | Texas           | 0.000
  7 | Troy            | 0.000
  7 | VCU             | 0.000
  7 | Virginia Tech   | 0.000
  7 | Wake Forest     | 0.000
  7 | Washington St   | 0.000
  7 | West Virginia   | 0.000
  7 | Wright St       | 0.000
  7 | Wyoming         | 0.000
  7 | Belmont         | 0.000
  7 | High Point      | 0.000
  7 | FGCU            | 0.000
  7 | Alabama         | 0.000
  7 | Utah Valley     | 0.000
  7 | Arkansas        | 0.000
  7 | Bradley         | 0.000
  7 | BYU             | 0.000
  7 | UC Davis        | 0.000
  7 | UCF             | 0.000
  7 | C Michigan      | 0.000
  7 | Drexel          | 0.000
  7 | Florida St      | 0.000
  7 | Georgia Tech    | 0.000
  7 | Gonzaga         | 0.000
  7 | Idaho St        | 0.000
  7 | Iowa St         | 0.000
  7 | Iowa            | 0.000
  7 | Jackson St      | 0.000
(384 rows)

COPY 384
COMMIT
